City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,imbituba,-28.24,-48.67,69.8,100,75,5.82,BR,1605020838
384,pisco,-13.7,-76.22,66.99,77,90,4.7,PE,1605020749
385,porosozero,62.72,32.73,28.99,94,0,6.46,RU,1605020838
386,tasiilaq,65.61,-37.64,32.0,94,75,17.22,GL,1605020838
387,yatou,37.15,122.38,49.08,64,0,4.0,CN,1605020708
388,rio grande,-32.03,-52.1,71.6,94,90,3.36,BR,1605020792
389,selishche,56.89,33.27,35.58,85,88,9.31,RU,1605020839
390,moerai,-22.43,-151.33,74.73,82,100,20.71,PF,1605020839
391,parabel,58.7,81.48,29.16,97,99,9.75,RU,1605020839
392,javanrud,34.8,46.52,55.0,68,8,4.43,IR,1605020839
393,halifax,44.65,-63.57,61.0,67,5,6.93,CA,1605020630
394,andenes,69.31,16.12,36.0,80,0,9.17,NO,1605020587
395,vila do maio,15.13,-23.22,87.8,58,40,11.41,CV,1605020840
396,mosquera,4.71,-74.23,60.8,67,75,4.7,CO,1605020541
397,pihani,27.63,80.2,71.15,34,0,4.16,IN,1605020840
398,sandviken,60.62,16.77,39.0,89,71,3.0,SE,1605020840
399,muroto,33.28,134.15,58.86,62,30,11.3,JP,1605020840
400,deming,32.27,-107.76,30.2,74,1,4.7,US,1605020841
401,kargil,34.57,76.1,35.28,63,100,5.64,IN,1605020841
402,paignton,50.44,-3.57,55.99,90,23,5.01,GB,1605020841
403,vorsma,55.99,43.27,33.8,93,75,11.18,RU,1605020841
404,flic en flac,-20.27,57.36,75.2,73,40,10.29,MU,1605020841
405,elmadag,39.92,33.23,62.6,47,0,9.17,TR,1605020841
406,namtsy,62.72,129.67,-4.0,76,75,8.95,RU,1605020841
407,santa fe,-31.63,-60.7,82.99,43,0,3.0,AR,1605020831
408,mount isa,-20.73,139.5,84.2,42,47,8.05,AU,1605020842
409,pauini,-7.71,-66.98,72.84,99,100,3.22,BR,1605020751
410,kamenka,51.32,42.77,36.0,80,100,1.01,RU,1605020842
411,fort morgan,40.25,-103.8,24.8,92,90,1.9,US,1605020842
412,pierre,44.37,-100.35,23.0,73,90,4.7,US,1605020842
413,vokhma,58.93,46.76,30.15,97,96,8.88,RU,1605020843
414,saint anthony,45.02,-93.22,30.99,68,1,8.05,US,1605020843
415,ranong,9.97,98.63,75.99,78,100,7.2,TH,1605020843
416,aksha,50.28,113.29,25.93,94,46,2.28,RU,1605020843
417,alexandria,31.22,29.96,75.2,60,40,13.87,EG,1605020843
418,constitucion,-35.33,-72.42,66.58,54,0,6.64,CL,1605020844
419,kamaishi,39.27,141.88,38.89,75,49,6.62,JP,1605020844
420,kimparana,12.83,-4.92,95.2,10,0,6.53,ML,1605020844
421,fort nelson,58.81,-122.7,10.4,78,90,10.29,CA,1605020844
422,sherghati,24.57,84.78,68.0,77,0,2.62,IN,1605020844
423,saint-louis,16.33,-15.0,100.63,8,0,10.58,SN,1605020844
424,puerto escondido,15.85,-97.07,77.0,88,5,5.82,MX,1605020844
425,pemba,-12.97,40.52,80.13,76,47,13.62,MZ,1605020845
426,kourou,5.16,-52.65,87.8,70,82,6.93,GF,1605020845
427,ixtapa,20.7,-105.2,78.01,94,5,4.7,MX,1605020845
428,marsaxlokk,35.84,14.54,68.0,64,20,8.05,MT,1605020845
429,mehamn,71.04,27.85,34.97,86,98,20.49,NO,1605020846
430,kurchum,48.57,83.65,39.15,79,99,4.03,KZ,1605020846
431,sao filipe,14.9,-24.5,79.52,72,30,1.79,CV,1605020846
432,buin,-33.73,-70.75,82.99,43,0,3.36,CL,1605020846
433,magadi,12.97,77.23,71.6,53,2,6.11,IN,1605020846
434,tomaszow lubelski,50.45,23.42,45.0,88,18,5.93,PL,1605020846
435,riyadh,24.69,46.72,86.0,27,0,4.7,SA,1605020555
436,maraa,-1.83,-65.37,90.59,54,83,4.43,BR,1605020846
437,esso,55.93,158.7,3.97,81,0,5.39,RU,1605020847
438,requena,39.49,-1.1,69.01,89,10,4.0,ES,1605020847
439,kaseda,31.42,130.32,57.15,65,0,8.79,JP,1605020847
440,chapleau,47.84,-83.4,48.2,93,90,5.82,CA,1605020847
441,chizhou,30.66,117.48,53.44,68,0,5.61,CN,1605020847
442,tsiroanomandidy,-18.77,46.03,82.45,43,77,10.85,MG,1605020830
443,hualmay,-11.1,-77.61,68.32,65,85,7.61,PE,1605020848
444,puerto ayacucho,5.66,-67.62,83.88,68,62,1.63,VE,1605020848
445,sorland,67.67,12.69,42.8,70,40,11.41,NO,1605020848
446,bira,49.0,132.47,15.3,83,0,2.53,RU,1605020848
447,qasigiannguit,68.82,-51.19,17.6,67,75,14.99,GL,1605020848
448,tamasane,-22.42,27.4,75.2,69,75,5.82,BW,1605020848
449,jinka,5.65,36.65,70.29,73,1,2.35,ET,1605020848
450,beloha,-25.17,45.05,82.74,49,0,8.57,MG,1605020849
451,piracuruca,-3.93,-41.71,99.0,32,91,6.73,BR,1605020849
452,santa isabel,-23.32,-46.22,77.0,69,75,4.7,BR,1605020849
453,obo,5.4,26.49,81.81,64,67,2.93,CF,1605020849
454,davila,18.47,120.58,79.32,82,54,29.06,PH,1605020849
455,seoul,37.57,126.98,41.0,80,1,2.19,KR,1605020789
456,wakkanai,45.41,141.67,32.2,91,100,17.76,JP,1605020849
457,port augusta,-32.5,137.77,66.2,55,20,16.11,AU,1605020850
458,yeppoon,-23.13,150.73,68.0,72,11,4.7,AU,1605020850
459,jieshi,22.81,115.83,68.56,68,91,23.35,CN,1605020850
460,opuwo,-18.06,13.84,96.76,11,76,15.97,NA,1605020850
461,pingliang,35.54,106.69,46.06,74,0,3.8,CN,1605020850
462,kotelnikovo,47.63,43.15,41.13,64,0,7.31,RU,1605020851
463,cowra,-33.83,148.68,54.0,73,0,1.01,AU,1605020851
464,cabo san lucas,22.89,-109.91,73.0,77,75,4.7,MX,1605020696
465,mareeba,-17.0,145.43,75.2,78,75,8.05,AU,1605020851
466,tankhoy,51.55,105.13,37.63,85,91,3.44,RU,1605020851
467,alice springs,-23.7,133.88,96.8,11,65,11.41,AU,1605020851
468,east london,-33.02,27.91,64.4,72,75,5.82,ZA,1605020851
469,copiapo,-27.37,-70.33,57.2,82,90,11.41,CL,1605020852
470,alyangula,-13.85,136.42,78.8,83,0,6.15,AU,1605020852
471,coquimbo,-29.95,-71.34,55.4,87,90,9.17,CL,1605020838
472,deputatskiy,69.3,139.9,-24.23,89,38,1.34,RU,1605020852
473,acapulco,16.86,-99.89,78.8,83,5,3.09,MX,1605020628
474,miyako,39.64,141.95,36.07,82,2,4.72,JP,1605020853
475,phonhong,18.5,102.42,68.41,75,8,3.44,LA,1605020853
476,saryagash,41.45,69.17,51.8,66,23,2.24,KZ,1605020853
477,chicama,-7.84,-79.15,60.8,93,75,4.7,PE,1605020853
478,san policarpo,12.18,125.51,77.76,88,100,16.73,PH,1605020853
479,linares,-35.85,-71.6,74.41,43,0,4.03,CL,1605020555
480,srednekolymsk,67.45,153.68,-6.97,90,93,13.62,RU,1605020854
481,white oak,39.21,-84.6,68.0,60,90,4.7,US,1605020854
482,conde,-7.26,-34.91,86.0,66,40,14.99,BR,1605020744
483,nyurba,63.28,118.33,19.71,97,47,5.93,RU,1605020854
484,trairi,-3.28,-39.27,90.09,51,19,16.89,BR,1605020854
485,kampene,-3.6,26.67,73.62,92,100,2.13,CD,1605020854
486,jizan,17.33,42.67,87.8,66,20,11.41,SA,1605020855
487,kapit,2.02,112.93,75.29,87,100,0.67,MY,1605020855
488,santa marta,11.24,-74.2,86.0,74,51,0.51,CO,1605020855
489,emerald,-23.53,148.17,69.8,68,0,9.17,AU,1605020855
490,biograd na moru,43.94,15.45,59.0,44,0,6.93,HR,1605020855
491,boa vista,2.82,-60.67,89.6,49,20,9.17,BR,1605020755
492,tiarei,-17.53,-149.33,75.2,78,75,3.36,PF,1605020855
493,syracuse,37.09,15.28,69.8,64,0,8.05,IT,1605020856
494,sokode,8.98,1.13,92.7,30,1,3.78,TG,1605020856
495,buncrana,55.13,-7.45,53.6,87,40,18.34,IE,1605020856
496,loandjili,-4.76,11.86,84.2,70,40,11.41,CG,1605020856
497,moyale,3.52,39.06,72.25,78,51,9.44,KE,1605020856
498,baoqing,46.33,132.21,19.08,90,0,2.93,CN,1605020711
499,isangel,-19.55,169.27,75.4,85,100,14.16,VU,1605020857
500,koshurnikovo,54.17,93.3,28.99,99,100,3.53,RU,1605020857
501,creston,41.06,-94.36,37.4,93,75,6.93,US,1605020857
502,salmas,38.2,44.77,53.6,71,90,9.17,IR,1605020857
503,moose factory,51.26,-80.61,39.2,100,90,6.93,CA,1605020857
504,quatre cocos,-20.21,57.76,75.2,73,40,10.29,MU,1605020857
505,kotelnich,58.31,48.35,30.72,95,95,9.4,RU,1605020857
506,necochea,-38.55,-58.74,72.37,41,50,5.86,AR,1605020857
507,gravdal,68.12,13.5,39.2,69,75,2.24,NO,1605020858
508,chingirlau,51.09,54.08,31.32,93,69,10.89,KZ,1605020858
509,cap malheureux,-19.98,57.61,75.0,69,1,5.01,MU,1605020858
510,porto novo,6.5,2.6,87.8,70,40,10.29,BJ,1605020604
511,seydi,39.48,62.91,48.96,48,100,6.85,TM,1605020858
512,constanta,44.18,28.65,51.8,76,75,13.87,RO,1605020858
513,bekobod,40.22,69.27,50.0,76,12,8.95,UZ,1605020859
514,kupang,-10.17,123.58,81.81,78,100,9.4,ID,1605020859
515,borogontsy,62.67,131.17,-9.15,89,100,7.0,RU,1605020859
516,tocopilla,-22.09,-70.2,67.87,50,7,4.63,CL,1605020859
517,aleksinac,43.54,21.71,51.8,62,75,4.7,RS,1605020860
518,tromso,69.65,18.96,33.8,69,0,14.99,NO,1605020860
519,aripuana,-9.17,-60.63,96.8,38,44,3.15,BR,1605020760
520,hinton,53.4,-117.59,24.8,79,100,3.36,CA,1605020860
521,praia,14.92,-23.51,87.8,58,40,11.41,CV,1605020860
522,zhigansk,66.77,123.37,-3.39,91,100,19.3,RU,1605020860
523,purpe,64.48,76.69,6.96,93,98,4.32,RU,1605020861
524,japura,-0.32,102.35,75.09,92,100,1.45,ID,1605020861
525,spearfish,44.49,-103.86,27.0,62,1,1.72,US,1605020861
526,ayagoz,47.97,80.44,33.39,92,41,7.61,KZ,1605020861
527,arlit,18.74,7.39,84.56,14,0,6.26,NE,1605020861
528,baruun-urt,46.68,113.28,33.82,75,17,11.99,MN,1605020862
529,aksarka,66.56,67.8,7.29,93,12,8.5,RU,1605020862
530,kandrian,-6.22,149.55,76.48,88,100,2.66,PG,1605020862
531,college,64.86,-147.8,24.8,79,90,5.82,US,1605020862
532,caucaia,-3.74,-38.65,89.6,55,40,24.16,BR,1605020589
533,cabedelo,-6.98,-34.83,86.0,66,40,14.99,BR,1605020862
534,whangamata,-37.2,175.87,55.0,97,84,8.99,NZ,1605020862
535,acari,-15.43,-74.62,76.46,44,6,9.46,PE,1605020863
536,northam,51.03,-4.22,54.0,90,9,5.99,GB,1605020741
537,nantucket,41.28,-70.1,61.0,87,1,9.17,US,1605020697
538,tahe,52.33,124.73,16.95,95,96,1.83,CN,1605020863
539,kabare,-2.47,28.82,66.65,84,82,3.83,CD,1605020863
540,atambua,-9.11,124.89,77.14,85,100,3.65,ID,1605020863
541,sioux lookout,50.1,-91.92,19.4,73,40,8.05,CA,1605020863
542,prince rupert,54.32,-130.32,41.0,93,90,4.16,CA,1605020863
543,indore,22.72,75.83,71.6,24,0,9.17,IN,1605020705
544,heyang,26.1,107.47,50.23,64,0,3.85,CN,1605020864
545,abu samrah,35.3,37.18,66.94,55,1,5.41,SY,1605020865
546,burnie,-41.07,145.92,57.0,83,22,5.01,AU,1605020865
547,olinda,-8.01,-34.86,84.2,66,40,16.11,BR,1605020865
548,haines junction,60.75,-137.51,5.0,92,42,2.24,CA,1605020865
549,bud,39.45,-86.18,69.01,77,90,9.17,US,1605020866
550,penzance,50.12,-5.54,53.6,93,20,16.11,GB,1605020866
551,alcantara,-2.41,-44.41,86.0,66,75,10.29,BR,1605020866
552,san vicente,-26.62,-54.13,84.79,44,53,5.37,AR,1605020866
553,aksum,14.12,38.72,66.18,27,11,10.45,ET,1605020866
554,monte azul,-15.15,-42.87,89.28,33,8,5.39,BR,1605020866
555,fort walton beach,30.41,-86.62,75.99,88,90,13.06,US,1605020866
556,tekkali,18.62,84.23,75.51,77,3,8.99,IN,1605020867
557,bogande,12.97,-0.14,94.57,11,0,8.93,BF,1605020867
558,barabai,-2.58,115.38,75.4,87,100,1.45,ID,1605020867
559,jasper,37.2,-94.35,70.0,77,75,19.46,US,1605020867
560,fort frances,48.6,-93.4,21.0,73,90,6.93,CA,1605020868
561,beisfjord,68.38,17.6,35.6,64,0,12.75,NO,1605020868
562,vila velha,-20.33,-40.29,86.0,62,20,11.41,BR,1605020868
563,aksu,41.12,80.26,41.74,51,0,3.87,CN,1605020868
564,moron,-34.65,-58.62,75.99,53,20,5.01,AR,1605020810
565,berdigestyakh,62.1,126.7,2.62,93,100,4.54,RU,1605020868
566,luganville,-15.53,167.17,74.55,86,100,8.28,VU,1605020868
567,pangoa,-12.12,-73.0,87.64,46,80,3.33,PE,1605020869
568,pozo colorado,-23.49,-58.8,77.99,82,99,6.08,PY,1605020869
569,kang,-23.68,22.79,72.55,55,99,13.89,BW,1605020869
570,kerema,-7.96,145.78,78.93,88,100,7.09,PG,1605020869
571,san rafael,-34.62,-68.33,76.62,38,0,7.36,AR,1605020869
572,yerbogachen,61.28,108.01,27.9,96,99,10.42,RU,1605020869
573,vilhena,-12.74,-60.15,80.6,69,0,5.82,BR,1605020570
574,vredendal,-31.67,18.5,73.13,30,0,22.91,ZA,1605020870
575,pathein,16.78,94.73,75.58,86,28,4.25,MM,1605020870
576,gemena,3.25,19.77,79.11,88,100,1.14,CD,1605020870
577,polunochnoye,60.87,60.42,22.66,94,58,3.44,RU,1605020870
578,tawau,4.25,117.89,77.0,94,20,3.36,MY,1605020870
579,keti bandar,24.14,67.45,79.99,57,0,6.24,PK,1605020870
580,esil,51.96,66.4,31.82,91,70,17.05,KZ,1605020871
581,eureka,40.8,-124.16,45.0,70,90,3.36,US,1605020797
582,goure,13.98,10.27,87.01,22,19,3.0,NE,1605020871
583,ulaangom,49.98,92.07,26.15,95,67,4.61,MN,1605020871
584,lazaro cardenas,17.96,-102.2,79.12,75,6,2.33,MX,1605020871
585,pointe-noire,-4.78,11.86,84.2,70,40,11.41,CG,1605020871
